台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID
1906901116	1906901119		1	143501	
1906901117	1906901119		1	143501	
1906901118	1906901119		1	143501	
1906901119	1906901120		1	1027	10701
1906901120	1906901121		1	1027	10801
1906901121	1906901122		1	143501	
1906901122	1906901123	1	2		
1906901123	1906901124		1	143501	
1906901124	1906901125		1	143501	
1906901125	1906901126		1	1027	10401
1906901126	1906901127		1	1027	10100
1906901127	1906901128		1	143501	
1906901128	1906901129	1	2		
1906901129	1906901130		1	143501	
1906901130	1906901131		1	143501	
1906901131	1906901132		1	143501	
1906901132	1906901133		1	143501	
1906901133			1	143501	
1906901191			2		
1906901192			2		
1906901201	1906901202		1	1027	10601
1906901202	1906901203		1	1027	10201
1906901203			1	143501	
1906901301	1906901302		1	1027	10601
1906901302	1906901303		1	1027	10100
1906901303	1906901304		1	1027	10101
1906901304			1	143501	
1906902101	1906902102		1	140101	
1906902102	1906902103		1	140101	
1906902103	1906902104		1	140101	
1906902104	1906902105		1	140101	
1906902105	1906902106		1	1027	10100
1906902106	1906902107		1	1027	10101
1906902107	1906902108		1	140101	
1906902108	1906902109		1	1027	10100
1906902109	1906902110		1	1027	10601
1906902110	1906902111		1	140101	
1906902111	1906902112		1	140101	
1906902112	1906902113	1	2		
1906902113	1906902114		1	140101	
1906902114	1906902115		1	140101	
1906902115	1906902116		1	140101	
1906902116			1	1027	10100
1906903101	1906903102,1906903103,1906903104		1	140101	
1906903102	1906903105		2		
1906903103	1906903109		2		
1906903104	1906903112		2		
1906903105	1906903106		1	140101	
1906903106	1906903107		1	140101	
1906903107	1906903108		1	140101	
1906903108	1906903113		1	1027	10100
1906903109	1906903110		1	140101	
1906903110	1906903111		1	140101	
1906903111	1906903113		1	1027	10401
1906903112	1906903113		1	1027	10100
1906903113	1906903114		1	1027	10801
1906903114	1906903115		1	140101	
1906903115	1906903116		1	1027	10100
1906903116	1906903117		1	140101	
1906903117	1906903118		1	140101	
1906903118	1906903119		1	1027	10301
1906903119	1906903120		1	140101	
1906903120	1906903121		1	140101	
1906903121	1906903122		1	1027	10100
1906903122	1906903123		1	1027	10801
1906903123	1906903124		1	1027	
1906903124	1906903125	1	2		
1906903125	1906903126		1	1027	10100
1906903126	1906903127		1	1027	
1906903127	1906903128,1906903129		1	1027	10301
1906903128	1906903130		2		
1906903129	1906903130		2		
1906903130	1906903131		1	1027	10100
1906903131	1906903132	1	2		
1906903132			1	1027	10201
1906904101	1906904102		1	1027	10100
1906904102	1906904103		1	1027	10101
1906904103	1906904104	1	2		
1906904104	1906904105		1	1027	10100
1906904105	1906904106		1	1027	10801
1906904106	1906904107,1906904108		1	1027	10100
1906904107	1906904109		2		
1906904108	1906904110		2		
1906904109	1906904111		1	1027	10601
1906904110	1906904111		1	1027	10100
1906904111	1906904112,1906904113		1	1027	10101
1906904112	1906904114		2		
1906904113	1906904114		2		
1906904114	1906904115		1	1027	10801
1906904115	1906904116		1	1027	10100
1906904116	1906904117		1	1027	10401
1906904117	1906904118		1	1027	10100
1906904118	1906904119	1	2		
1906904119	1906904120		1	1027	10201
1906904120	1906904121		1	1027	10100
1906904121	1906904122		1	1027	10801
1906904122	1906904123		1	1027	10100
1906904123	1906904124		1	1027	10701
1906904124	1906904125	1	2		
1906904125	1906904126		1	1027	10601
1906904126	1906904127		1	1027	10100
1906904127	1906904128		1	1027	10101
1906904128			1	1027	10100
1910701141	1910701142		1	152901	
1910703112	1910703113		1	502	
