台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
721091235	721091236	1	2					
721091236	721091237		1	3154				
721091237			1	1005				
721091301	721091302		1	3155				
721091302	721091303,721091304		1	1005				
721091303	721091305	1	2					
721091304	721091305	1	2					
721091305	721091306		1	3155				
721091306	721091307		1	3155				
721091307	721091308	1	2					
721091308	721091309		1	1005				
721091309	721091310		1	3155				
721091310	721091311		1	3155				
721091311	721091312	1	2					
721091312	721091313		1	3155				
721091313	721091314		1	3155				
721091314	721091315		1	3155				
721091315	721091316		1	3155				
721091316	721091317		1	3155				
721091317	721091318		1	1005				
721091318	721091319	1	2					
721091319	721091320		1	3155				
721091320	721091321	1	2					
721091321			1	3155				
721091401	721091402		1	3155				
721091402	721091403	1	2					
721091403	721091404		1	1005				
721091404	721091405		1	3155				
721091405	721091406		1	1005				
721091406	721091407	1	2					
721091407	721091408		1	1005				
721091408	721091409		1	1005				
721091409	721091410	1	2					
721091410			1	3155				
721091501	721091502		1	3155				
721091502	721091503		1	1005				
721091503	721091504		1	3155				
721091504	721091505		1	1005				
721091505	721091506	1	2					
721091506	721091507		1	1005				
721091507	721091508		1	3155				
721091508	721091509,721091510		1	3155				
721091509	721091511	1	2					
721091510	721091511	1	2					
721091511	721091512		1	1005				
721091512	721091513		1	3155				
721091513	721091514		1	1005				
721091514	721091515	1	2					
721091515			1	3155				
721091601	721091602		1	3155				
721091602	721091603		1	1005				
721091603	721091604		1	3155				
721091604	721091605	1	2					
721091605	721091606		1	1005				
721091606	721091607		1	1005				
721091607	721091608	1	2					
721091608	721091609		1	3155				
721091609	721091610		1	3155				
721091610	721091611		1	3155				
721091611	721091612		1	3155				
721091612	721091613	1	2					
721091613	721091614		1	3155				
721091614	721091615		1	3155				
721091615	721091616		1	1005				
721091616	721091617		1	3155				
721091617	721091618	1	2					
721091618	721091619		1	3155				
721091619			1	1005				
721091701	721091702		1	3155				
721091702			1	1005				
721091801	721091802		1	3155				
721091802	721091803		1	3155				
721091803			1	3155				
721091901	721091902		1	3155				
721091902	721091903		1	1005				
721091903	721091904		1	3155				
721091904	721091905		1	3155				
721091905	721091906	1	2					
721091906	721091907		1	1005				
721091907	721091908		1	1005				
721091908	721091909	1	2					
721091909	721091910		1	1005				
721091910	721091911		1	3155				
721091911	721091912		1	3155				
721091912	721091913	1	2					
721091913	721091914		1	1005				
721091914	721091915		1	3155				
721091915	721091916		1	3155				
721091916	721091917		1	3155				
721091917	721091918		1	3155				
721091918	721091919		1	1005				
721091919	721091920		1	3155				
721091920	721091921		1	1005				
721091921	721091922		1	3155				
721091922	721091923		1	1005				
721091923	721091924		1	3155				
721091924	721091925		1	3155				
721091925	721091926		1	1005				
721091926	721091927		1	3155				
721091927	721091928		1	1005				
721091928	721091929		1	3155				
721091929	721091930		1	3155				
721091930	721091931		1	1005				
721091931	721091932	1	2					
721091932	721091933		1	3155				
721091933	721091934		1	1005				
721091934	721091935		1	3155				
721091935	721091936	1	2					
721091936	721091937		1	3155				
721091937	721091938		1	3155				
721091938	721091939		1	1005				
721091939	721091940	1	2					
721091940	721091941		1	3155				
721091941	721091942		1	3155				
721091942	721091943		1	1005				
721091943	721091944		1	3155				
721091944	721091945		1	1005				
721091945			1	1005				
721092001			1	3155				
721092101	721092102	1	2					
721092102			1	3155				
721092201	721092202	1	2					
721092202	721092203		1	3155				
721092203	721092204		1	3155				
721092204	721092205		1	3155				
721092205	721092206		1	3155				
721092206	721092207,721092208		1	3155				
721092207		1	2					
721092208		1	2					
721092301	721092302	1	2					
721092302	721092303		1	3155				
721092303	721092304		1	3155				
721092304	721092305		1	1005				
721092305	721092306		1	3155				
721092306	721092307		1	3155				
721092307	721092308		1	3155				
721092308	721092309		1	3155				
721092309	721092310		1	3155				
721092310	721092311		1	3155				
721092311	721092312		1	1005				
721092312	721092313	1	2					
721092313	721092314		1	1005				
721092314	721092315		1	3155				
721092315	721092316	1	2					
721092316	721092317		1	3155				
721092317	721092318,721092319		1	1005				
721092318	721092320	1	2					
721092319	721092320	1	2					
721092320	721092321		1	3155				
721092321	721092322		1	1005				
721092322	721092323	1	2					
721092323	721092324		1	1005				
721092324	721092325		1	3155				
721092325	721092326	1	2					
721092326	721092327		1	1005				
721092327	721092328		1	3155				
721092328			1	3155				
721092401	721092402		1	3155				
721092402	721092403		1	1005				
721092403	721092404		1	3155				
721092404	721092405		1	3155				
721092405	721092406,721092407		1	3155				
721092406	721092408	1	2					
721092407	721092408	1	2					
721092408	721092409		1	3155				
721092409	721092410		1	3155				
721092410	721092411		1	3155				
721092411	721092412		1	3155				
721092412			1	1005				
721092501	721092502		1	3155				
721092502	721092503		1	1005				
721092503	721092504	1	2					
721092504	721092505		1	3155				
721092505	721092506		1	1005				
721092506	721092507		1	3155				
721092507	721092508		1	1005				
721092508	721092509	1	2					
721092509	721092510		1	3155				
721092510	721092511		1	3155				
721092511	721092512		1	3155				
721092512	721092513		1	1005				
721092513	721092514	1	2					
721092514	721092515		1	3155				
721092515	721092516		1	3155				
721092516	721092517	1	2					
721092517	721092518		1	3155				
721092518	721092519		1	1005				
721092519	721092520		1	3155				
721092520	721092521		1	1005				
721092521	721092522		1	1005				
721092522	721092523		1	3155				
721092523	721092524		1	1005				
721092524	721092525	1	2					
721092525	721092526		1	1005				
721092526			1	1005				
721092601	721092602		1	3155				
721092602	721092603		1	1005				
721092603	721092604		1	3155				
721092604	721092605		1	3155				
721092605	721092606	1	2					
721092606	721092607		1	1005				
721092607	721092608		1	1005				
721092608	721092609	1	2					
721092609	721092610		1	1005				
721092610	721092611		1	3155				
721092611	721092612		1	3155				
721092612	721092613	1	2					
721092613	721092614		1	1005				
721092614	721092615		1	3155				
721092615	721092616	1	2					
721092616	721092617		1	3155				
721092617	721092618,721092619		1	3155				
721092618	721092620	1	2					
721092619	721092620	1	2					
721092620	721092621		1	3155				
721092621	721092622		1	3155				
721092622	721092623,721092624		1	3155				
721092623	721092625	1	2					
721092624	721092625	1	2					
721092625	721092626		1	1005				
721092626	721092627		1	1005				
721092627	721092628		1	3155				
721092628	721092629		1	3155				
721092629	721092630	1	2					
721092630	721092631		1	1005				
721092631	721092632		1	1005				
721092632	721092633		1	1005				
721092633	721092634		1	3155				
721092634	721092635	1	2					
721092635	721092636		1	1005				
721092636	721092637		1	3155				
721092637	721092638	1	2					
721092638	721092639		1	1005				
721092639	721092640		1	1005				
721092640	721092641	1	2					
721092641	721092642		1	3155				
721092642	721092643		1	3155				
721092643	721092644		1	1005				
721092644	721092645	1	2					
721092645	721092646		1	1005				
721092646	721092647		1	1005				
721092647	721092648	1	2					
721092648	721092649		1	3155				
721092649	721092650		1	1005				
721092650	721092651	1	2					
721092651	721092652		1	1005				
721092652	721092653,721092654		1	3155				
721092653	721092655	1	2					
721092654	721092655	1	2					
721092655	721092656		1	1005				
721092656	721092657		1	1005				
721092657	721092658		1	3155				
721092658	721092659	1	2					
721092659	721092660		1	3155				
721092660	721092661		1	1005				
721092661	721092662		1	3155				
721092662	721092663,721092664		1	1005				
721092663	721092665	1	2					
721092664	721092665	1	2					
721092665	721092666		1	1005				
721092666	721092667		1	1005				
721092667	721092668		1	1005				
721092668	721092669	1	2					
721092669	721092670		1	3155				
721092670	721092671,721092672		1	1005				
721092671	721092673	1	2					
721092672	721092673	1	2					
721092673	721092674		1	3155				
721092674	721092675		1	3155				
721092675	721092676		1	3155				
721092676	721092677		1	3155				
721092677	721092678		1	1005				
721092678	721092679	1	2					
721092679	721092680		1	3155				
721092680	721092681		1	1005				
721092681	721092682		1	3155				
721092682	721092683		1	1005				
721092683	721092684	1	2					
721092684	721092685		1	3155				
721092685	721092686		1	1005				
721092686	721092687		1	1005				
721092687	721092688	1	2					
721092688	721092689		1	1005				
721092689	721092690		1	3155				
721092690	721092691		1	1005				
721092691	721092692		1	1005				
721092692	721092693	1	2					
721092693	721092694		1	3155				
721092694	721092695	1	2					
721092695	721092696		1	1005				
721092696	721092697		1	3155				
721092697	721092698		1	1005				
721092698	721092699		1	1005				
721092699	721092700	1	2					
721092700	721092701		1	3155				
721092701	721092702		1	3155				
721092702	721092703		1	3155				
721092703			1	1005				
721092704	721092705		1	1005				
721092705	721092706		1	3155				
721092706	721092707		1	1005				
721092707	721092708	1	2					
721092708	721092709		1	1005				
721092709	721092710	1	2					
721092710			1	1005				
721092801	721092802		1	3155				
721092802	721092803		1	3155				
721092803	721092804	1	2					
721092804	721092805		1	1005				
721092805	721092806		1	3155				
721092806	721092807		1	3155				
721092807	721092808	1	2					
721092808			1	1005				
721092901	721092902		1	3155				
721092902	721092903,721092904		1	3155				
721092903	721092905		1	3155				
721092904	721092905	1	2					
721092905	721092906		1	3155				
721092906	721092907		1	1005				
721092907	721092908		1	3155				
721092908	721092909	1	2					
721092909	721092910		1	1005				
721092910	721092911		1	3155				
721092911	721092912		1	3155				
721092912	721092913		1	1005				
721092913	721092914		1	3155				
721092914	721092915	1	2					
721092915	721092916		1	3155				
721092916	721092917		1	1005				
721092917	721092918,721092919		1	1005				
721092918	721092920	1	2					
721092919	721092920	1	2					
721092920	721092921		1	3155				
721092921	721092922		1	1005				
721092922	721092923	1	2					
721092923	721092924		1	3155				
721092924	721092925		1	1005				
721092925	721092926		1	3155				
721092926	721092927		1	3155				
721092927	721092928		1	3155				
721092928	721092929		1	3155				
721092929	721092930		1	3155				
721092930	721092931		1	1005				
721092931	721092932		1	1005				
721092932	721092933	1	2					
721092933	721092934		1	3155				
721092934	721092935		1	1005				
721092935	721092936		1	3155				
721092936	721092937	1	2					
721092937	721092938		1	3155				
721092938	721092939		1	3155				
721092939	721092940		1	3155				
721092940	721092941		1	3155				
721092941	721092942		1	1005				
721092942	721092943		1	1005				
721092943	721092944	1	2					
721092944	721092945		1	3155				
721092945	721092946		1	3155				
721092946	721092947		1	3155				
721092947	721092948,721092949		1	1005				
721092948	721092950	1	2					
721092949	721092950	1	2					
721092950	721092951		1	3155				
721092951	721092952		1	3155				
721092952	721092953		1	1005				
721092953	721092954	1	2					
721092954			1	1005				
721093001	721093002		1	20288				
721093002	721093003	1	2					
721093003	721093004		1	20288				
721093004	721093005	1	2					
721093005	721093006		1	20288				
721093006	721093007		1	20288				
721093007	721093008		1	3155				
721093008	721093009	1	2					
721093009	721093010		1	3155				
721093010	721093011		1	20288				
721093011	721093012		1	3155				
721093012	721093013		1	20288				
721093013	721093014		1	3155				
721093014	721093015		1	1005				
721093015	721093016		1	20288				
721093016	721093017		1	20288				
721093017	721093018		1	20288				
721093018	721093019	1	2					
721093019	721093020		1	1005				
721093020	721093021		1	20288				
721093021	721093022		1	20288				
721093022	721093023	1	2					
721093023	721093024		1	20288				
721093024	721093025		1	1005				
721093025	721093026		1	20288				
721093026	721093027		1	20288				
721093027	721093028		1	20288				
721093028	721093029	1	2					
721093029	721093030		1	20288				
721093030	721093031		1	20288				
721093031	721093032		1	20288				
721093032	721093033	1	2					
721093033	721093034		1	20288				
721093034	721093035		1	3155				
721093035	721093036		1	20288				
721093036	721093037		1	3155				
721093037	721093038		1	20288				
721093038	721093039		1	3155				
721093039	721093040		1	20288				
721093040	721093041		1	3155				
721093041	721093042		1	20288				
721093042	721093043		1	3155				
721093043	721093044		1	20288				
721093044	721093045		1	3155				
721093045	721093046		1	20288				
721093046	721093047		1	20288				
721093047	721093048		1	20288				
721093048	721093049		1	20288				
721093049	721093050	1	2					
721093050	721093051		1	20288				
721093051	721093052		1	20288				
721093052	721093053		1	20288				
721093053	721093054		1	20288				
721093054	721093055		1	20288				
721093055	721093056		1	20288				
721093056	721093057		1	20288				
721093057	721093058		1	1005				
721093058	721093059		1	20288				
721093059	721093060		1	20288				
721093060	721093061		1	3155				
721093061	721093062		1	1005				
721093062	721093063,721093064		1	1005				
721093063	721093065	1	2					
721093064	721093065	1	2					
721093065	721093066		1	20288				
721093066	721093067		1	20288				
721093067	721093068		1	20288				
721093068	721093069		1	20288				
721093069	721093070,721093071		1	20288				
721093070	721093072	1	2					
721093071	721093072	1	2					
721093072	721093073,721093074,721093075		1	20288				
721093073	721093076	1	2					
721093074	721093076	1	2					
721093075	721093076	1	2					
721093076	721093077		1	1005				
721093077			1	20288				
721093101	721093102		1	3155				
721093102	721093103		1	3155				
721093103	721093104		1	1005				
721093104	721093105		1	3155				
721093105	721093106		1	1005				
721093106	721093107		1	3155				
721093107	721093108		1	3155				
721093108			1	3155				
721093201	721093202		1	3155				
721093202	721093203		1	3155				
721093203	721093204	1	2					
721093204	721093205		1	1005				
721093205	721093206		1	3155				
721093206	721093207,721093208		1	1005				
721093207	721093210	1	2					
721093208	721093209	1	2					
721093209	721093210		1	1005				
721093210	721093211		1	1005				
721093211	721093212		1	3155				
721093212	721093213	1	2					
721093213	721093214		1	1005				
721093214	721093215		1	1005				
721093215	721093216		1	3155				
721093216	721093217	1	2					
721093217	721093218		1	1005				
721093218	721093219		1	1005				
721093219	721093220	1	2					
721093220	721093221		1	3155				
721093221	721093222		1	1005				
721093222	721093223		1	3155				
721093223	721093224		1	3155				
721093224	721093225		1	1005				
721093225	721093226		1	3155				
721093226	721093227		1	3155				
721093227	721093228	1	2					
721093228	721093229		1	3155				
721093229	721093230		1	1005				
721093230	721093231		1	3155				
721093231	721093232		1	3155				
721093232	721093233		1	3155				
721093233	721093234		1	1005				
721093234	721093235		1	3155				
721093235	721093236	1	2					
721093236	721093237		1	3155				
721093237	721093238		1	3155				
721093238	721093239		1	3155				
721093239	721093240,721093241		1	3155				
721093240	721093242	1	2					
721093241	721093242	1	2					
721093242	721093243		1	3155				
721093243	721093244		1	3155				
721093244	721093245		1	1005				
721093245	721093246		1	1005				
721093246	721093247	1	2					
721093247	721093248		1	3155				
721093248	721093249		1	1005				
721093249	721093250		1	3155				
721093250	721093251		1	1005				
721093251	721093252		1	1005				
721093252			1	3155				
721093301	721093302		1	1005				
721093302	721093303		1	1005				
721093303	721093304		1	3155				
721093304	721093305		1	3155				
721093305	721093306		1	3155				
721093306	721093307		1	3155				
721093307	721093308,721093309		1	1005				
721093308	721093310	1	2					
721093309	721093310	1	2					
721093310	721093311,721093312		1	1005				
721093311	721093313	1	2					
721093312	721093313	1	2					
721093313	721093314		1	3155				
721093314	721093315		1	1005				
721093315	721093316	1	2					
721093316	721093317		1	3155				
721093317	721093318		1	1005				
721093318	721093319		1	1005				
721093319	721093320		1	1005				
721093320	721093321		1	1005				
721093321	721093322		1	1005				
721093322	721093323		1	3155				
721093323	721093324		1	3155				
721093324			1	1005				
721093401	721093402		1	3167				
721093402	721093403,721093405		1	3167				
721093403	721093404	1	2					
721093404	721093406		1	3154				
721093405	721093406	1	2					
721093406	721093407		1	3155				
721093407	721093408		1	3167				
721093408	721093409		1	3154				
721093409	721093410		1	3154				
721093410	721093411		1	3154				
721093411	721093412		1	3154				
721093412	721093413		1	3154				
721093413	721093414		1	3167				
721093414	721093415		1	3167				
721093415	721093416		1	3155				
721093416	721093417		1	3167				
721093417	721093418		1	3167				
721093418	721093419		1	3167				
721093419	721093420		1	3167				
721093420	721093421		1	3154				
721093421	721093422		1	3154				
721093422	721093423		1	1005				
721093423	721093424		1	3167				
721093424	721093425		1	3167				
721093425	721093426		1	3167				
721093426	721093427		1	3167				
721093427	721093428		1	3167				
721093428	721093429		1	3154				
721093429	721093430		1	1005				
721093430	721093431	1	2					
721093431	721093432		1	3167				
721093432	721093433		1	3154				
721093433	721093434		1	3154				
721093434	721093435		1	3167				
721093435	721093436,721093437		1	3154				
721093436	721093438		1	3167				
721093437	721093438	1	2					
721093438	721093439		1	3167				
721093439	721093440		1	3167				
721093440	721093441		1	3167				
721093441	721093442		1	3167				
721093442	721093443		1	3167				
721093443	721093444		1	3167				
721093444	721093445		1	3167				
721093445	721093446		1	1005				
721093446	721093447		1	3167				
721093447	721093448		1	3167				
721093448	721093449		1	3154				
721093449	721093450		1	3154				
721093450	721093451		1	3167				
721093451	721093452		1	3167				
721093452	721093453		1	3167				
721093453	721093454		1	3167				
721093454	721093455		1	3154				
721093455	721093456		1	3167				
721093456	721093457		1	3167				
721093457	721093458		1	3167				
721093458	721093459		1	3167				
721093459	721093460		1	3167				
721093460	721093461		1	3167				
721093461	721093462		1	3154				
721093462	721093463		1	3167				
721093463	721093464		1	3167				
721093464	721093465		1	3167				
721093465	721093466,721093467		1	3154				
721093466	721093468	1	2					
721093467	721093468	1	2					
721093468	721093469		1	3167				
721093469	721093470		1	3167				
721093470			1	3167				
721093501	721093502		1	3167				
721093502	721093503,721093505		1	3167				
721093503	721093504	1	2					
721093504	721093506		1	3154				
721093505	721093506	1	2					
721093506	721093507		1	3155				
721093507	721093508		1	3167				
721093508	721093509		1	3154				
721093509	721093510		1	3154				
721093510	721093511		1	3154				
721093511	721093512		1	3154				
721093512	721093513		1	3154				
721093513	721093514		1	3167				
721093514	721093515		1	3167				
721093515	721093516		1	3155				
721093516	721093517		1	3167				
721093517	721093518		1	3167				
721093518	721093519		1	3167				
721093519	721093520		1	3167				
721093520	721093521		1	3154				
721093521	721093522		1	3154				
721093522	721093523		1	1005				
721093523	721093524		1	3167				
721093524	721093525		1	3155				
721093525	721093526		1	1005				
721093526	721093527	1	2					
721093527	721093528		1	3155				
721093528	721093529		1	3167				
721093529	721093530		1	3154				
721093530	721093531		1	1005				
721093531	721093532		1	3167				
721093532	721093533		1	3167				
721093533	721093534		1	3154				
721093534	721093535		1	3155				
721093535	721093536		1	3167				
721093536	721093537		1	3167				
721093537	721093538		1	3167				
721093538	721093539		1	3167				
721093539	721093540		1	3167				
721093540	721093541		1	3154				
721093541	721093542		1	1005				
721093542	721093543	1	2					
721093543	721093544		1	3167				
721093544	721093545		1	3154				
721093545	721093546		1	3154				
721093546	721093547		1	3167				
721093547	721093548,721093549		1	3154				
721093548	721093550		1	3167				
721093549	721093550	1	2					
721093550	721093551		1	3167				
721093551	721093552		1	3167				
721093552	721093553		1	3167				
721093553	721093554		1	3167				
721093554	721093555		1	3167				
721093555	721093556		1	3167				
721093556	721093557		1	3167				
721093557	721093558		1	1005				
721093558	721093559		1	3167				
721093559	721093560		1	3167				
721093560	721093561		1	3154				
721093561	721093562		1	3154				
721093562	721093563		1	3167				
721093563	721093564		1	3167				
721093564	721093565		1	3167				
721093565	721093566		1	3167				
721093566	721093567		1	3154				
721093567	721093568		1	3167				
721093568	721093569		1	3167				
721093569	721093570		1	3167				
721093570	721093571		1	3167				
721093571	721093572		1	3167				
721093572	721093573		1	3167				
721093573	721093574		1	3154				
721093574	721093575		1	3167				
721093575	721093576		1	3167				
721093576	721093577		1	3167				
721093577	721093578,721093579		1	3154				
721093578	721093580	1	2					
721093579	721093580	1	2					
721093580	721093581		1	3167				
721093581	721093582		1	3167				
721093582			1	3167				
721095201	721095202		1	1005				
721095202	721095203		1	1005				
721095203	721095204		1	3155				
721095204	721095205		1	3155				
721095205	721095206		1	3155				
721095206	721095207		1	3155				
721095207	721095208,721095209		1	1005				
721095208	721095210	1	2					
721095209	721095210	1	2					
721095210	721095211,721095212		1	1005				
721095211	721095213	1	2					
721095212	721095213	1	2					
721095213	721095214		1	3155				
721095214	721095215		1	1005				
721095215	721095216	1	2					
721095216	721095217		1	3155				
721095217	721095218		1	1005				
721095218	721095219		1	1005				
721095219	721095220		1	1005				
721095220	721095221		1	1005				
721095221	721095222		1	1005				
721095222	721095223		1	3155				
721095223	721095224		1	3155				
721095224			1	1005				
721095301	721095302		1	3167				
721095302	721095303,721095305		1	3167				
721095303	721095304	1	2					
721095304	721095306		1	3154				
721095305	721095306	1	2					
721095306	721095307		1	3155				
721095307	721095308		1	3167				
721095308	721095309		1	3154				
721095309	721095310		1	3154				
721095310	721095311		1	3154				
721095311	721095312		1	3154				
721095312	721095313		1	3154				
721095313	721095314		1	3167				
721095314	721095315		1	3167				
721095315	721095316		1	3155				
721095316	721095317		1	3167				
721095317	721095318		1	3167				
721095318	721095319		1	3167				
721095319	721095320		1	3167				
721095320	721095321		1	3154				
721095321	721095322		1	3154				
721095322	721095323		1	1005				
721095323	721095324		1	3167				
721095324	721095325		1	3155				
721095325	721095326		1	1005				
721095326	721095327	1	2					
721095327	721095328		1	3155				
721095328	721095329		1	3167				
721095329	721095330		1	3154				
721095330	721095331		1	1005				
721095331	721095332		1	3167				
721095332	721095333		1	3167				
721095333	721095334		1	3154				
721095334	721095335		1	3155				
721095335	721095336		1	3167				
721095336	721095337		1	3167				
721095337	721095338		1	3167				
721095338	721095339		1	3167				
721095339	721095340		1	3167				
721095340	721095341		1	3154				
721095341	721095342		1	1005				
721095342	721095343	1	2					
721095343	721095344		1	3167				
721095344	721095345		1	3154				
721095345	721095346		1	3154				
721095346	721095347		1	3167				
721095347	721095348		1	3154				
721095348			1	3167				
721095401	721095402	1	2					
721095402	721095403		1	3167				
721095403	721095404		1	3167				
721095404	721095405		1	3167				
721095405	721095406		1	3167				
721095406	721095407		1	3167				
721095407	721095408		1	3167				
721095408	721095409		1	3167				
721095409	721095410		1	1005				
721095410	721095411		1	3167				
721095411	721095412		1	3167				
721095412	721095413		1	3154				
721095413			1	3154				
721095501	721095502		1	3167				
721095502	721095503		1	3167				
721095503	721095504		1	3167				
721095504	721095505		1	3167				
721095505	721095506		1	3154				
721095506	721095507		1	3167				
721095507	721095508		1	3167				
721095508	721095509		1	3167				
721095509	721095510		1	3167				
721095510	721095511		1	3167				
721095511	721095512		1	3167				
721095512	721095513		1	3154				
721095513	721095514		1	3167				
721095514	721095515		1	3167				
721095515	721095516		1	3167				
721095516	721095517,721095518		1	3154				
721095517	721095519	1	2					
721095518	721095519	1	2					
721095519	721095520		1	3167				
721095520	721095521		1	3167				
721095521			1	3167				
721100101	721100102		1	20297				
721100102			1	20297				
721100201	721100202		1	20298				
721100202	721100203		1	20299				
721100203	721100204		1	20298				
721100204	721100205		1	20299				
721100205	721100206		1	20299				
721100206	721100207		1	20299				
721100207	721100208		1	20298				
721100208	721100209		1	20299				
721100209	721100210		1	20299				
721100210	721100211		1	20298				
721100211	721100212		1	20298				
721100212	721100213		1	20299				
721100213	721100214		1	20298				
721100214			1	20298				
721100301	721100302		1	20297				
721100302	721100303		1	20297				
721100303	721100304	1	2					
721100304	721100305		1	20297				
721100305	721100306		1	20297				
721100306	721100307		1	20297				
721100307	721100308	1	2					
721100308	721100309		1	20297				
721100309	721100310		1	20297				
721100310	721100311		1	20297				
721100311	721100312		1	20297				
721100312	721100313		1	20297				
721100313	721100314		1	20297				
721100314	721100315,721100316		1	20297				
721100315	721100317	1	2					
721100316	721100317	1	2					
721100317	721100318		1	20297				
721100318	721100319		1	20297				
721100319	721100320	1	2					
721100320	721100321		1	20297				
721100321	721100322		1	20297				
721100322	721100323	1	2					
721100323	721100324		1	20297				
721100324	721100325		1	20297				
721100325	721100326		1	20297				
721100326	721100327		1	20297				
721100327	721100328		1	20297				
721100328	721100329		1	20297				
721100329	721100330		1	20297				
721100330			1	20297				
721110101	721110102		1	3151				
721110102	721110103	1	2					
721110103	721110104		1	3151				
721110104	721110105		1	1005				
721110105	721110106		1	3151				
721110106	721110107		1	1005				
721110107		1	2					
721110201	721110202		1	3151				
721110202	721110203		1	3151				
721110203	721110204		1	3151				
721110204	721110205,721110206		1	1005				
721110205	721110210	1	2					
721110206	721110207	1	2					
721110207	721110208		1	3151				
721110208	721110209		1	3151				
721110209	721110210	1	2					
721110210	721110211		1	3151				
721110211	721110212		1	3151				
721110212	721110213		1	3151				
721110213	721110214		1	3151				
721110214	721110215	1	2					
721110215	721110216		1	3151				
721110216	721110217,721110218		1	3151				
721110217	721110219	1	2					
721110218	721110219	1	2					
721110219	721110220		1	3151				
721110220	721110221		1	3151				
721110221	721110222,721110223		1	1005				
721110222	721110227	1	2					
721110223	721110224	1	2					
721110224	721110225		1	1005				
721110225	721110226		1	1005				
721110226	721110227	1	2					
721110227	721110228		1	3151				
721110228	721110229		1	1005				
721110229	721110230		1	1005				
721110230	721110231		1	1005				
721110231		1	2					
721110301	721110302,721110304		1	3151				
721110302	721110303	1	2					
721110303	721110306		1	3151				
721110304	721110305	1	2					
721110305	721110306		1	3151				
721110306	721110307		1	3151				
721110307	721110308		1	1005				
721110308	721110309		1	3151				
721110309	721110310		1	3151				
721110310	721110311		1	1005				
721110311		1	2					
721110401	721110402		1	3151				
721110402	721110403		1	3151				
721110403		1	2					
721110501	721110502		1	3151				
721110502	721110503		1	3151				
721110503		1	2					
721110601	721110602		1	3151				
721110602	721110603		1	3151				
721110603			2					
721110701	721110702		1	3151				
721110702	721110703		1	3151				
721110703	721110704		1	1005				
721110704	721110705		1	3151				
721110705	721110706		1	3151				
721110706	721110707		1	1005				
721110707	721110708		1	1005				
721110708	721110709		1	1005				
721110709	721110710		1	1005				
721110710	721110711		1	3151				
721110711	721110712		1	1005				
721110712	721110713		1	1005				
721110713	721110714		1	3151				
721110714	721110715		1	3151				
721110715	721110716		1	3151				
721110716	721110717		1	1005				
721110717	721110718	1	2					
721110718	721110719		1	3151				
721110719	721110720		1	3151				
721110720	721110721,721110724		1	3151				
721110721	721110722	1	2					
721110722	721110723		1	1005				
721110723	721110727		1	3151				
721110724	721110725	1	2					
721110725	721110726		1	1005				
721110726	721110727		1	3151				
721110727	721110728		1	3151				
721110728	721110729		1	3151				
721110729	721110730	1	2					
721110730	721110731		1	3151				
721110731	721110732		1	1005				
721110732	721110733		1	3151				
721110733	721110734		1	3151				
721110734	721110735		1	3151				
721110735			1	3151				
721110801		1	2					
721110901		1	2					
721111001		1	2					
721120101	721120102	1	2					
721120102			1	20317				
721120103	721120104,721120107		1	20317				
721120104	721120105	1	2					
721120105	721120106		1	20317				
721120106		1	2					
721120107	721120108	1	2					
721120108			1	20317				
721120201	721120202	1	2					
721120202			1	20317				
721120203	721120204,721120207		1	20317				
721120204	721120205	1	2					
721120205	721120206		1	20317				
721120206		1	2					
721120207	721120208	1	2					
721120208			1	20317				
721120301	721120302	1	2					
721120302			1	20317				
721120303	721120304,721120307		1	20317				
721120304	721120305	1	2					
721120305	721120306		1	20317				
721120306		1	2					
721120307	721120308	1	2					
721120308			1	20317				
721120401	721120402	1	2					
721120402			1	20317				
721120403	721120404,721120407		1	20317				
721120404	721120405	1	2					
721120405	721120406		1	20317				
721120406		1	2					
721120407	721120408	1	2					
721120408			1	20317				
721120501	721120502	1	2					
721120502			1	20317				
721120503	721120504,721120507		1	20317				
721120504	721120505	1	2					
721120505	721120506		1	20317				
721120506		1	2					
721120507	721120508	1	2					
721120508			1	20317				
721120601	721120602	1	2					
721120602			1	20317				
721120603	721120604,721120607		1	20317				
721120604	721120605	1	2					
721120605	721120606		1	20317				
721120606		1	2					
721120607	721120608	1	2					
721120608			1	20317				
721120701	721120702	1	2					
721120702			1	20317				
721120703	721120704,721120707		1	20317				
721120704	721120705	1	2					
721120705	721120706		1	20317				
721120706		1	2					
721120707	721120708	1	2					
721120708			1	20317				
721120801	721120802,721120803		1	20300				
721120802		1	2					
721120803	721120804	1	1	20300				
721120804			1	20300				
721120901	721120902,721120903		1	20300				
721120902		1	2					
721120903	721120904	1	1	20300				
721120904			1	20300				
721121001	721121002,721121003		1	20300				
721121002		1	2					
721121003	721121004	1	1	20300				
721121004			1	20300				
721121101			1	20300				
721121201			1	20300				
721121301			1	20300				
721121401			1	20300				
721121501			1	20317				
721121502	721121504		1	20317				
721121503			1	20317				
721121504	721121505		1	20317				
721121505	721121506		1	20317				
721121506			1	20317				
721121601	721121602	1	2					
721121602	721121603		1	20317				
721121603	721121604		1	20317				
721121604	721121605		1	20317				
721121605	721121606	1	2					
721121606			1	20317				
721121701		1	2					
721121801		1	2					
721122601	721122602	1	2					
721122602			1	20317				
721122603	721122604,721122607		1	20317				
721122604	721122605	1	2					
721122605	721122606		1	20317				
